Booking_ID,booking_status
INN28490,0.10708471
INN08181,0.39542443
INN12627,0.19748014
INN10390,0.40500027
INN07340,0.69459367
INN23221,0.08674758
INN24006,0.07887951
INN06869,0.5854635
INN29356,0.14667514
INN23147,0.19420144
INN14364,0.13632049
INN31585,0.5724026
INN20551,0.40731046
INN13609,0.09859164
INN00274,0.03649727
INN33001,0.348236
INN09998,0.36614785
INN10313,0.34096888
INN29439,0.78433573
INN00472,0.059978805
INN21407,0.23911147
INN08669,0.35373622
INN29849,0.058112472
INN29382,0.009614908
INN34473,0.32407326
INN26219,0.62431675
INN05708,0.5312068
INN13039,0.07150093
INN09593,0.029937424
INN32723,0.15833268
INN25064,0.08909123
INN25451,0.7900644
INN16358,0.14522584
INN31235,0.041820202
INN30234,0.070316285
INN08364,0.46041527
INN25291,0.039464984
INN14285,0.17600247
INN33508,0.4833406
INN31027,0.2844386
INN22513,0.015046593
INN01427,0.25243786
INN25173,0.1348695
INN07410,0.2931471
INN08944,0.2217221
INN07450,0.0017363639
INN23336,0.6546122
INN00429,0.18568024
INN09737,0.030295571
INN12081,0.0068345726
INN27086,0.30087352
INN01913,0.74475306
INN05219,0.31798375
INN00726,0.07348959
INN20387,0.14879438
INN08691,0.4596177
INN28625,0.12556823
INN33466,0.7008335
INN04309,0.74134326
INN28105,0.50834614
INN25383,0.015003898
INN26142,0.35003662
INN32384,0.5309803
INN18556,0.3421984
INN02901,0.684801
INN02030,0.3021954
INN29069,0.97240305
INN34358,0.23293489
INN22532,0.34544083
INN01428,0.5146177
INN23630,0.16190776
INN28975,0.42499748
INN15484,0.55945367
INN17992,0.34403056
INN27024,0.058504883
INN17475,0.03767863
INN06283,0.62722874
INN28067,0.31080675
INN09999,0.71509117
INN10649,0.94028807
INN28239,0.46478093
INN21378,0.16828552
INN25490,0.29346633
INN21472,0.37987584
INN30471,0.33685568
INN33507,0.26812494
INN26297,0.107066676
INN03057,0.17711873
INN26999,0.6340473
INN31615,0.4614796
INN12250,0.3823912
INN18579,0.33900833
INN25639,0.52453125
INN33957,0.31377783
INN03841,0.041565962
INN21145,0.34888875
INN11569,0.32990468
INN21762,0.43717375
INN18427,0.26219437
INN04141,0.76259685
INN01762,0.72510237
INN00097,0.66089386
INN24870,0.14547703
INN34008,0.061142754
INN33511,0.0014112244
INN30618,0.07539028
INN34749,0.019793821
INN33193,0.0068894285
INN25873,0.36954293
INN26663,0.3362462
INN21579,0.10336568
INN31014,0.13298464
INN02944,0.24739315
INN06915,0.62614554
INN11989,0.4358659
INN19058,0.09292786
INN05987,0.8038938
INN35018,0.4387262
INN35079,0.16664472
INN13596,0.664939
INN33039,0.006564395
INN19855,0.029335534
INN22127,0.6270417
INN26548,0.016094634
INN16027,0.24601972
INN20533,0.7586402
INN07050,0.42964742
INN22715,0.8181578
INN26494,0.3196115
INN18435,0.08538568
INN13643,0.8313349
INN23491,0.667248
INN15926,0.3167714
INN35698,0.5571715
INN21014,0.4627065
INN02983,0.4025052
INN13721,0.40690175
INN01454,0.2998978
INN24636,0.004429827
INN06966,0.0017091352
INN35306,0.15120439
INN20882,0.05349184
INN07987,0.47589362
INN00145,0.14997175
INN18380,0.22187169
INN34025,0.035393853
INN21248,0.6033676
INN26468,0.14309727
INN08547,0.9356821
INN17682,0.35830903
INN08929,0.10958804
INN23874,0.010667412
INN21076,0.6469606
INN29400,0.38766047
INN00960,0.45999667
INN08249,0.2838927
INN24581,0.13625386
INN25235,0.1511441
INN35757,0.8128148
INN35577,0.06869794
INN02993,0.14650938
INN27420,0.5869749
INN14978,0.38192582
INN22762,0.040210553
INN09572,0.64778686
INN22462,0.24560438
INN02533,0.334019
INN25943,0.40520316
INN12789,0.4128443
INN06316,0.0051756552
INN28108,0.17593884
INN04306,0.0063704364
INN36237,0.19630677
INN27675,0.18539637
INN00076,0.36534718
INN22139,0.75308126
INN04741,0.5231681
INN35923,0.38301995
INN01662,0.31302965
INN31249,0.48319092
INN23946,0.0027095
INN18405,0.17170231
INN13453,0.29712674
INN21212,0.43484238
INN30649,0.6520126
INN05116,0.2607899
INN26874,0.24581298
INN28050,0.006283551
INN27594,0.29233515
INN23752,0.27354616
INN20918,0.14264402
INN28613,0.29788557
INN35510,0.26804903
INN02112,0.656063
INN01537,0.16540508
INN02358,0.19431569
INN14016,0.8020946
INN05227,0.23041135
INN09086,0.0027204314
INN34978,0.7106457
INN08853,0.19293578
INN35860,0.027355092
INN02497,0.698108
INN29432,0.5055868
INN05628,0.29191583
INN34779,0.40313923
INN12561,0.710185
INN10497,0.002451424
INN08493,0.38992175
INN20388,0.28565794
INN28654,0.12245239
INN01708,0.014487626
INN35672,0.7432992
INN15833,0.2708796
INN33082,0.41636533
INN36063,0.48057392
INN20785,0.4366615
INN12054,0.14780393
INN26012,0.21452847
INN01497,0.2549216
INN14434,0.47585812
INN25310,0.58394456
INN31899,0.14091547
INN26696,0.4178109
INN22146,0.010778698
INN12580,0.22716224
INN22939,0.21169126
INN23537,0.10066426
INN16430,0.3351801
INN27703,0.57726866
INN09734,0.035411008
INN08441,0.92540085
INN24127,0.39028028
INN29469,0.77660376
INN02800,0.049177513
INN12234,0.32780075
INN28359,0.07752871
INN25866,0.18988845
INN16049,0.1564593
INN16502,0.29774562
INN22007,0.32783848
INN03663,0.041283745
INN10672,0.25234076
INN13105,0.45886457
INN03706,0.67904323
INN31228,0.7006848
INN16543,0.019217117
INN18124,0.10916551
INN30539,0.20593481
INN18195,0.2963197
INN18487,0.2833058
INN25081,0.6438322
INN00844,0.54227155
INN07666,0.22158343
INN18984,0.60216194
INN32087,0.52681696
INN23680,0.021431765
INN10647,0.14237759
INN35165,0.33247772
INN22401,0.21527907
INN15485,0.217622
INN18567,0.63512796
INN33031,0.1250378
INN35516,0.16714819
INN31543,0.0039063003
INN21090,0.18086608
INN24791,0.37542757
INN09285,0.48976246
INN33248,0.13754135
INN14116,0.31919268
INN24441,0.111738645
INN11766,0.4666991
INN35823,0.17600247
INN16042,0.52759683
INN32338,0.6057918
INN20496,0.1162463
INN34280,0.39033273
INN24242,0.25271848
INN04946,0.09509158
INN34486,0.291092
INN21056,0.36449704
INN17985,0.74491704
INN01289,0.033528928
INN14496,0.09484267
INN04742,0.30543312
INN27547,0.08104992
INN22134,0.718217
INN28198,0.36735412
INN20893,0.39970252
INN24869,0.19010507
INN27807,0.053746667
INN25027,0.088149294
INN13227,0.064956
INN17129,0.671051
INN33590,0.007278062
INN32244,0.30803713
INN11655,0.17917846
INN13824,0.31620455
INN15759,0.55725884
INN13131,0.15458083
INN06563,0.41542011
INN05374,0.1195036
INN12182,0.424345
INN17838,0.18383792
INN34336,0.5682768
INN34780,0.52184814
INN23598,0.17366502
INN18181,0.6112013
INN12587,0.45638537
INN18886,0.22818102
INN00062,0.36052886
INN35615,0.21402214
INN21809,0.7665888
INN08224,0.5090103
INN09528,0.09921444
INN20474,0.06735227
INN28172,0.78987944
INN34703,0.7854272
INN24872,0.8154002
INN09939,0.4306031
INN13910,0.27197984
INN14857,0.5111048
INN06934,0.35868144
INN33502,0.12473728
INN00880,0.079175934
INN11263,0.31193286
INN21909,0.5377329
INN20959,0.6830476
INN31851,0.7407981
INN13723,0.10716915
INN00843,0.07935904
INN21987,0.10134332
INN21717,0.25467673
INN07577,0.20990925
INN15268,0.16905041
INN23080,0.27281636
INN20500,0.34643272
INN15396,0.43079698
INN16318,0.2682453
INN14160,0.8124105
INN22538,0.65399116
INN35673,0.22412586
INN29672,0.07892897
INN33224,0.4013588
INN20269,0.19830523
INN06189,0.24600266
INN05087,0.34158584
INN19899,0.2408605
INN03917,0.109066136
INN20497,0.3244164
INN21332,0.24171692
INN07496,0.10525978
INN00912,0.008082762
INN16676,0.6543101
INN11000,0.6159384
INN13316,0.18114614
INN23539,0.6759515
INN35760,0.018488387
INN35115,0.42753676
INN26569,0.020137306
INN32385,0.082353115
INN20213,0.29421744
INN31726,0.4313952
INN26567,0.34958437
INN20353,0.29337466
INN22808,0.6517338
INN02056,0.0489783
INN01671,0.006083381
INN01046,0.06217137
INN20265,0.14064418
INN17434,0.03981695
INN02343,0.60256493
INN29826,0.4875203
INN04450,0.015875215
INN01711,0.052743506
INN20713,0.024692912
INN01435,0.5509935
INN17093,0.0959188
INN19233,0.09913531
INN12794,0.40155324
INN24471,0.038577925
INN17551,0.45796475
INN22802,0.6580058
INN15469,0.09280828
INN13368,0.742687
INN12224,0.048635904
INN36060,0.099358276
INN22145,0.26345634
INN20577,0.2922878
INN27018,0.35177535
INN32694,0.35810897
INN09578,0.34293875
INN33547,0.25559777
INN35524,0.522855
INN25805,0.81975275
INN23211,0.25822592
INN20483,0.42227077
INN34924,0.14032006
INN13099,0.36569288
INN04642,0.19267477
INN30780,0.1968909
INN01333,0.45102575
INN16598,0.567026
INN26576,0.13853288
INN05690,0.62909883
INN35745,0.36207548
INN11538,0.26346716
INN02542,0.34096888
INN07347,0.7395546
INN30283,0.11001475
INN26743,0.057725698
INN24253,0.71623987
INN03549,0.15823045
INN33709,0.3467792
INN03001,0.4908881
INN05153,0.20019104
INN32804,0.02033699
INN26046,0.3247383
INN09930,0.037937753
INN34498,0.3470095
INN13534,0.57385874
INN32788,0.08561316
INN10275,0.0189874
INN01589,0.6538172
INN13431,0.0155622065
INN14682,0.007833051
INN30024,0.35337532
INN28220,0.032718617
INN03569,0.39392534
INN34317,0.042770226
INN36136,0.4532649
INN31449,0.67952234
INN26572,0.52705145
INN14979,0.07433185
INN16038,0.21513249
INN09724,0.39157265
INN14632,0.405553
INN32902,0.09131076
INN33944,0.27161178
INN16473,0.05310897
INN12894,0.19281605
INN07871,0.749833
INN26370,0.05652603
INN15429,0.46684507
INN29695,0.16862084
INN07730,0.421774
INN20967,0.58780444
INN12167,0.3508346
INN14935,0.128613
INN28393,0.43104804
INN32532,0.36081728
INN27721,0.31242922
INN01044,0.054761264
INN02214,0.40749732
INN14559,0.34384942
INN15861,0.19239937
INN13469,0.048446488
INN30703,0.4280493
INN14871,0.0046821604
INN18238,0.6350688
INN02831,0.03890478
INN00005,0.47780755
INN27320,0.3704566
INN11686,0.003156823
INN11477,0.66202736
INN32675,0.22727618
INN12903,0.6419692
INN25043,0.8231063
INN12285,0.06898565
INN19037,0.21639198
INN03387,0.10810535
INN24586,0.48732173
INN00648,0.42479393
INN12755,0.7487941
INN06225,0.66541547
INN13565,0.41729543
INN10995,0.6754971
INN27411,0.25223443
INN06149,0.49735922
INN26862,0.13416198
INN32602,0.0061698337
INN25687,0.20415677
INN03106,0.0058561675
INN07271,0.31400564
INN03821,0.06358342
INN19091,0.3690501
INN21536,0.18103616
INN28612,0.48795852
INN26157,0.24332367
INN33086,0.4625486
INN26261,0.1852745
INN20034,0.5166821
INN09303,0.39015803
INN20572,0.07283312
INN29844,0.089965194
INN22132,0.5455091
INN30805,0.40384436
INN21744,0.81482875
INN25598,0.2834614
INN32885,0.4762637
INN17302,0.13536114
INN31635,0.30096284
INN17665,0.77412176
INN32095,0.42886642
INN14056,0.5274084
INN31957,0.5806368
INN28070,0.05907665
INN12833,0.4161462
INN28104,0.33681127
INN22110,0.07061647
INN35077,0.39091802
INN21817,0.32181525
INN23139,0.09119301
INN30986,0.6762971
INN34508,0.138526
INN03579,0.039616253
INN22637,0.4665915
INN33947,0.13101824
INN10147,0.5120205
INN28106,0.22687012
INN29373,0.05722468
INN14919,0.58832467
INN09779,0.020051489
INN19411,0.20473734
INN10802,0.0014167117
INN15189,0.47173363
INN09431,0.20220943
INN14783,0.022272106
INN02297,0.95342016
INN15057,0.06050442
INN17582,0.020736437
INN26551,0.7186034
INN01189,0.16957453
INN20730,0.08512049
INN34027,0.32326615
INN02465,0.48721495
INN13760,0.8991832
INN27410,0.6385645
INN19084,0.08797384
INN17606,0.25345105
INN06848,0.12815276
INN07823,0.5215868
INN29308,0.008648383
INN24674,0.034225114
INN11571,0.19693504
INN10124,0.3209975
INN04266,0.22279249
INN16580,0.5786239
INN35583,0.055469315
INN21209,0.48637912
INN25774,0.24150816
INN18026,0.0055453684
INN22905,0.82648385
INN03161,0.0452821
INN36021,0.110288724
INN00609,0.14294273
INN07535,0.33725992
INN00929,0.75041485
INN11001,0.120913655
INN02278,0.11169839
INN01347,0.64214075
INN07647,0.7375739
INN06861,0.21378939
INN21031,0.6012121
INN12783,0.010107023
INN18964,0.006382851
INN20154,0.2890907
INN21860,0.30523205
INN14823,0.218045
INN21659,0.14647073
INN11041,0.34754014
INN33890,0.16648021
INN05343,0.031279646
INN04422,0.065287724
INN10469,0.58847666
INN10091,0.2791155
INN11675,0.40860227
INN27159,0.15908119
INN28149,0.04081156
INN04856,0.22808304
INN19721,0.0069296807
INN27345,0.10674003
INN07328,0.19374596
INN06165,0.2642241
INN32975,0.20010546
INN13868,0.0026333465
INN06495,0.029585922
INN25591,0.16379853
INN03105,0.16720188
INN27764,0.15621364
INN33087,0.013491763
INN18680,0.7661257
INN22037,0.5518912
INN03350,0.71712583
INN01484,0.22729772
INN31062,0.9755079
INN03793,0.05526949
INN05741,0.3132352
INN07760,0.26868716
INN12597,0.59852016
INN14626,0.0061024367
INN05534,0.93693066
INN31295,0.23114212
INN15666,0.12484098
INN01399,0.27030057
INN19121,0.41174126
INN08575,0.46982875
INN13888,0.31948867
INN16029,0.093434125
INN03915,0.12037712
INN01759,0.5924662
INN11190,0.1990305
INN30930,0.1214827
INN10633,0.067801215
INN11830,0.06448857
INN31859,0.028528677
INN08726,0.023943318
INN08356,0.6375677
INN15269,0.17277342
INN32713,0.6610775
INN21514,0.25120673
INN08286,0.38481683
INN01794,0.42681873
INN29226,0.17452241
INN06232,0.25703636
INN12910,0.3934249
INN03212,0.074237876
INN33806,0.34996295
INN04731,0.35470158
INN16249,0.06889082
INN21735,0.33941072
INN10889,0.063195385
INN15160,0.42371702
INN26360,0.3807383
INN28342,0.42750123
INN30011,0.023071943
INN08921,0.6611481
INN26772,0.6632276
INN07725,0.0125063835
INN01417,0.0787531
INN34306,0.35922706
INN07095,0.31980172
INN33289,0.026635842
INN33717,0.31748778
INN09173,0.4776715
INN05461,0.5393519
INN13846,0.17331316
INN03634,0.11618699
INN18737,0.79621154
INN17282,0.7530367
INN23708,0.47155485
INN22796,0.07205569
INN28599,0.59652305
INN19033,0.11242384
INN33974,0.6103711
INN19392,0.32527146
INN25166,0.7343068
INN36149,0.1664662
INN27332,0.34133995
INN04161,0.036315612
INN18666,0.7888932
INN11794,0.42220163
INN30938,0.6290431
INN29569,0.6771186
INN01254,0.29181316
INN00312,0.11996413
INN27364,0.1614026
INN11779,0.47321764
INN31181,0.7239567
INN06435,0.11591345
INN24897,0.10042314
INN25382,0.10872835
INN32333,0.34325823
INN12540,0.4208732
INN13784,0.46157736
INN34042,0.61023164
INN14472,0.3890542
INN08980,0.6618198
INN07595,0.56733453
INN31229,0.6043465
INN30194,0.6070528
INN17572,0.39902028
INN22518,0.27284777
INN13915,0.07111242
INN27096,0.45047885
INN07500,0.2956842
INN21463,0.3277355
INN18862,0.23496048
INN06044,0.19156945
INN04153,0.31049812
INN14565,0.11091544
INN12084,0.08010956
INN06253,0.6941429
INN06525,0.8104952
INN20078,0.28016198
INN15413,0.55640954
INN26751,0.36818364
INN26664,0.3707688
INN29697,0.027382882
INN27787,0.4118835
INN35537,0.47248152
INN20271,0.115548305
INN15212,0.28833863
INN17708,0.61041427
INN17092,0.4666807
INN30049,0.40350184
INN23687,0.5972491
INN25208,0.801903
INN11083,0.68495965
INN23578,0.6549798
INN21648,0.64858484
INN15354,0.21587138
INN20302,0.072940506
INN14687,0.2585067
INN01772,0.3055466
INN18645,0.4152463
INN16471,0.47551104
INN22503,0.33258694
INN06897,0.1661686
INN01488,0.40649194
INN00968,0.39603385
INN21604,0.0067248074
INN09565,0.34485808
INN11809,0.035244893
INN12851,0.3541314
INN11752,0.45068213
INN22811,0.33166838
INN11828,0.22748958
INN25434,0.012203142
INN01830,0.53539795
INN32493,0.22905593
INN21528,0.8305049
INN27401,0.4293087
INN16663,0.4130004
INN31078,0.024004757
INN15794,0.23106745
INN09041,0.10480977
INN00014,0.07987725
INN00994,0.72666216
INN33300,0.3013499
INN23086,0.33545947
INN01053,0.25214356
INN25665,0.40023473
INN22213,0.012909252
INN04772,0.72078365
INN01292,0.41139886
INN01787,0.0015667322
INN28443,0.034941554
INN20527,0.36907732
INN12201,0.009344773
INN11734,0.6710226
INN15896,0.33481383
INN06046,0.42456764
INN31727,0.22217749
INN10280,0.5013871
INN30182,0.0733086
INN07581,0.086333126
INN08526,0.48101506
INN17076,0.5610481
INN26619,0.38045844
INN33459,0.024205629
INN00711,0.7807559
INN10573,0.36712372
INN06530,0.62807316
INN24522,0.028242584
INN33391,0.83833486
INN30899,0.24521475
INN04904,0.5820647
INN11975,0.03257407
INN13244,0.40849093
INN15835,0.03732825
INN06536,0.3295862
INN28936,0.0074283304
INN27895,0.30864835
INN13925,0.94386536
INN10414,0.5290185
INN08241,0.5951209
INN22131,0.44301343
INN08257,0.12500964
INN08179,0.13480757
INN30079,0.018496485
INN19609,0.3526795
INN04204,0.13306357
INN06182,0.13007165
INN05158,0.71392524
INN18868,0.3551774
INN32129,0.02182337
INN24929,0.50228965
INN20278,0.06295127
INN02309,0.17528933
INN27958,0.2949284
INN18482,0.31814915
INN09705,0.13067889
INN35408,0.005070153
INN25211,0.3281945
INN08867,0.3729042
INN07092,0.50058514
INN03129,0.7480182
INN23103,0.98727524
INN34453,0.4048231
INN17996,0.18366998
INN19550,0.34773278
INN32198,0.07305615
INN23331,0.05216385
INN11964,0.35564938
INN32429,0.095880784
INN06613,0.06776635
INN29369,0.78569967
INN33177,0.36585242
INN21451,0.065632276
INN24232,0.4967718
INN29257,0.38593686
INN33125,0.0038306888
INN30008,0.28368297
INN01577,0.57705355
INN14804,0.094812974
INN19894,0.38675156
INN25826,0.112533726
INN20993,0.42628592
INN26481,0.003415808
INN06205,0.026503604
INN24839,0.32198632
INN19265,0.3212147
INN25357,0.16448624
INN32059,0.43800646
INN24449,0.6557171
INN06754,0.31449288
INN12661,0.64770436
INN30339,0.086275235
INN34182,0.1786733
INN28913,0.4662512
INN16675,0.12465264
INN30771,0.76508105
INN22569,0.058023732
INN17910,0.7931954
INN28805,0.04355895
INN19610,0.8850549
INN21380,0.1022532
INN07396,0.5663895
INN22330,0.6933483
INN04919,0.27357724
INN24343,0.3823492
INN09384,0.14554568
INN16384,0.11791508
INN34628,0.3037535
INN29233,0.06997623
INN33456,0.47759888
INN27047,0.10782106
INN29459,0.2381343
INN09050,0.46539474
INN05190,0.2818872
INN27189,0.0043168743
INN05326,0.0077563142
INN11283,0.24460103
INN15781,0.439029
INN22683,0.016083343
INN18205,0.01362413
INN20681,0.3988627
INN25047,0.9779791
INN23218,0.4204596
INN31436,0.27102625
INN23857,0.031250264
INN27337,0.10760823
INN22461,0.19893445
INN30544,0.0036384666
INN20508,0.378098
INN32547,0.14784344
INN12369,0.7781417
INN16786,0.16199133
INN28394,0.38941875
INN33558,0.40438586
INN17441,0.23277336
INN15467,0.33676058
INN21487,0.42111588
INN00201,0.47590134
INN05125,0.5585734
INN30297,0.40354416
INN35669,0.29891786
INN19689,0.34288284
INN17522,0.23354074
INN36190,0.6773457
INN00397,0.1883538
INN29780,0.66631013
INN13174,0.012555268
INN22510,0.6179382
INN13530,0.026362794
INN29445,0.69723785
INN25576,0.06662107
INN20569,0.10307297
INN18506,0.6857085
INN13303,0.46979642
INN07801,0.04612399
INN13313,0.3970035
INN28086,0.45157436
INN35033,0.0070949905
INN13794,0.017001512
INN04640,0.30730394
INN09038,0.035752937
INN02446,0.6832456
INN09799,0.29985335
INN02744,0.33166924
INN34846,0.37648958
INN20175,0.14770068
INN30620,0.20095204
INN13706,0.2227659
INN00370,0.96368
INN19826,0.05198464
INN31429,0.07704631
INN14281,0.74541473
INN15321,0.3517161
INN20356,0.08938963
INN11223,0.33874506
INN28350,0.63343716
INN36076,0.05782421
INN10748,0.15589157
INN19671,0.6797392
INN04293,0.021507028
INN36045,0.44061935
INN18866,0.061353732
INN18419,0.37015247
INN33617,0.119539924
INN14805,0.16390342
INN33916,0.10202367
INN29752,0.59003615
INN01576,0.0067368033
INN31272,0.42305326
INN15986,0.10112713
INN22353,0.0065574865
INN20745,0.5386829
INN10960,0.2385483
INN25148,0.07387699
INN00897,0.004369747
INN18235,0.49815387
INN12366,0.43605047
INN23551,0.07297282
INN35039,0.3781345
INN22231,0.14118388
INN13798,0.74713624
INN00698,0.09813229
INN13340,0.009028552
INN11181,0.1285177
INN31128,0.6857981
INN32795,0.42710975
INN25780,0.1974346
INN19228,0.6334275
INN26489,0.43176988
INN03101,0.33196327
INN29307,0.2932727
INN31317,0.2570468
INN32501,0.38802677
INN01349,0.5385611
INN30360,0.61625963
INN31053,0.3549757
INN19833,0.42781025
INN11715,0.008319994
INN31307,0.1704931
INN34080,0.25549874
INN25076,0.52405
INN27754,0.2581371
INN28222,0.51918155
INN05771,0.15908228
INN12086,0.20212427
INN11855,0.0878548
INN18153,0.4186736
INN22559,0.36160812
INN03733,0.44302034
INN29881,0.54043996
INN36151,0.6978261
INN30887,0.42650136
INN35274,0.2651402
INN30693,0.18480046
INN19647,0.50341964
INN29723,0.6797497
INN25329,0.9240429
INN34566,0.5139451
INN31178,0.06196575
INN08569,0.22793542
INN03699,0.3897566
INN02593,0.2526053
INN28954,0.22212374
INN35980,0.08099898
INN26914,0.2505994
INN06096,0.17876062
INN00481,0.39451748
INN28207,0.74011743
INN14447,0.87715995
INN02858,0.1748857
INN13239,0.13340075
INN34502,0.0017313788
INN20205,0.005587362
INN08841,0.05701797
INN15273,0.49423227
INN12860,0.43119773
INN30041,0.0054282765
INN33654,0.2511225
INN02044,0.6117476
INN28276,0.01621227
INN35826,0.46006554
INN03287,0.2358622
INN03827,0.39563662
INN05027,0.72394407
INN06748,0.019639587
INN07776,0.008128537
INN32164,0.1836037
INN08478,0.18509404
INN08613,0.0283253
INN28548,0.32185608
INN02956,0.111481935
INN29839,0.7893944
INN31989,0.37666756
INN14178,0.4964805
INN17914,0.1842951
INN32650,0.3412076
INN07110,0.759343
INN06269,0.10274197
INN06866,0.08699828
INN16182,0.02488197
INN14911,0.14139459
INN03804,0.50656915
INN26544,0.016431553
INN07242,0.364503
INN01808,0.7324367
INN13625,0.71435815
INN31355,0.47506797
INN02208,0.6639072
INN16046,0.028781673
INN09898,0.20793554
INN06907,0.70147836
INN06664,0.35476786
INN01279,0.1298846
INN17056,0.73559797
INN05293,0.41517502
INN27348,0.23841491
INN09745,0.6098117
INN01877,0.6448477
INN06880,0.45817477
INN17939,0.83550876
INN16097,0.18140082
INN11473,0.3090759
INN25909,0.77794397
INN08038,0.004262924
INN10824,0.0260083
INN11770,0.09414834
INN03064,0.08717904
INN11036,0.62963694
INN22993,0.29974255
INN35598,0.44518602
INN33101,0.5521036
INN23160,0.6805875
INN26122,0.6515771
INN26209,0.35374576
INN36260,0.041288983
INN31561,0.25206307
INN06419,0.20355727
INN01271,0.18508407
INN34294,0.21979007
INN26646,0.7512295
INN01091,0.35433495
INN15903,0.03534347
INN18471,0.20688549
INN14119,0.34025857
INN01865,0.6260624
INN27934,0.5618722
INN05750,0.025434004
INN19115,0.22568996
INN05733,0.8237818
INN24293,0.52987134
INN09117,0.38227057
INN36212,0.07546337
INN19608,0.121065006
INN06015,0.12015829
INN17437,0.90898913
INN03068,0.01068759
INN14219,0.6604861
INN30069,0.34998795
INN00087,0.3066688
